"CN","INVYR","LICHEN_REGION","LICH_SPPCD","MEASYEAR","LICHEN_REGION_DESCR","SPP_ACRONYM","GENUS","SUM_ABUNDANCE","FREQUENCY_PCT","SPECIES","PLOTS_IN_REGION","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"175532199010661",2004,6,1210,2004,"Mid-Atlantic                            ","Clachl","Cladonia                                ",2,1,"chlorophaea                             ",119,"",2009-01-12,"10661","",,""
"175532203010661",2004,6,1225,2004,"Mid-Atlantic                            ","Clamac","Cladonia                                ",6,3,"macilenta                               ",119,"",2009-01-12,"10661","",,""
"175532204010661",2004,6,1229,2004,"Mid-Atlantic                            ","Clapar","Cladonia                                ",3,1,"parasitica                              ",119,"",2009-01-12,"10661","",,""
"175532213010661",2004,6,4806,2004,"Mid-Atlantic                            ","Parsul","Parmelia                                ",25,8,"sulcata                                 ",119,"",2009-01-12,"10661","",,""
"175532217010661",2004,6,5203,2004,"Mid-Atlantic                            ","Popsub","Parmeliopsis                            ",3,1,"subambigua                              ",119,"",2009-01-12,"10661","",,""
"175532229010661",2004,6,5700,2004,"Mid-Atlantic                            ","Phy   ","Physcia                                 ",6,2,"",119,"",2009-01-12,"10661","",,""
"43859444020004",2006,3,3116,2006,"Interior West                           ","Hypphy","Hypogymnia                              ",65,18,"physodes                                ",120,"",2012-06-19,"20004","",,""
"43859445020004",2006,3,3121,2006,"Interior West                           ","Hyptub","Hypogymnia                              ",46,13,"tubulosa                                ",120,"",2012-06-19,"20004","",,""
"43859446020004",2006,3,3631,2006,"Interior West                           ","Lepsat","Leptogium                               ",1,1,"saturninum                              ",120,"",2012-06-19,"20004","",,""
"43859447020004",2006,3,3701,2006,"Interior West                           ","Letcol","Letharia                                ",36,10,"columbiana                              ",120,"",2012-06-19,"20004","",,""
"43859448020004",2006,3,3702,2006,"Interior West                           ","Letvul","Letharia                                ",129,38,"vulpina                                 ",120,"",2012-06-19,"20004","",,""
"43859449020004",2006,3,3905,2006,"Interior West                           ","Lobpul","Lobaria                                 ",17,5,"pulmonaria                              ",120,"",2012-06-19,"20004","",,""
"43859450020004",2006,3,4000,2006,"Interior West                           ","Mel   ","Melanelia                               ",6,3,"",120,"",2012-06-19,"20004","",,""
"43859451020004",2006,3,4002,2006,"Interior West                           ","Melele","Melanohalea                             ",57,18,"elegantula                              ",120,"",2012-06-19,"20004","",,""
"43859452020004",2006,3,4003,2006,"Interior West                           ","Melexa","Melanohalea                             ",3,1,"exasperata                              ",120,"",2012-06-19,"20004","",,""
"43859453020004",2006,3,4004,2006,"Interior West                           ","Melexl","Melanohalea                             ",85,26,"exasperatula                            ",120,"",2012-06-19,"20004","",,""
"43859454020004",2006,3,4006,2006,"Interior West                           ","Melgla","Melanelixia                             ",3,1,"glabra                                  ",120,"",2012-06-19,"20004","",,""
"43859455020004",2006,3,4010,2006,"Interior West                           ","Melmul","Melanohalea                             ",18,6,"multispora                              ",120,"",2012-06-19,"20004","",,""
"43859456020004",2006,3,4015,2006,"Interior West                           ","Melsub","Melanelixia                             ",3,1,"subaurifera                             ",120,"",2012-06-19,"20004","",,""
"43859457020004",2006,3,4016,2006,"Interior West                           ","Melsel","Melanohalea                             ",34,10,"subelegantula                           ",120,"",2012-06-19,"20004","",,""
"43859458020004",2006,3,4017,2006,"Interior West                           ","Melsol","Melanohalea                             ",75,21,"subolivacea                             ",120,"",2012-06-19,"20004","",,""
"43859459020004",2006,3,4403,2006,"Interior West                           ","Nephel","Nephroma                                ",9,3,"helveticum                              ",120,"",2012-06-19,"20004","",,""
"43859460020004",2006,3,4408,2006,"Interior West                           ","Nepres","Nephroma                                ",5,2,"resupinatum                             ",120,"",2012-06-19,"20004","",,""
"43859461020004",2006,3,4551,2006,"Interior West                           ","Nodabb","Nodobryoria                             ",55,17,"abbreviata                              ",120,"",2012-06-19,"20004","",,""
"43859462020004",2006,3,4552,2006,"Interior West                           ","Nodore","Nodobryoria                             ",12,4,"oregana                                 ",120,"",2012-06-19,"20004","",,""
"43859463020004",2006,3,4705,2006,"Interior West                           ","Panled","Fuscopannaria                           ",2,1,"leucostictoides                         ",120,"",2012-06-19,"20004","",,""
"43859464020004",2006,3,4800,2006,"Interior West                           ","Par   ","Parmelia                                ",3,2,"",120,"",2012-06-19,"20004","",,""
"43859465020004",2006,3,4802,2006,"Interior West                           ","Parhyg","Parmelia                                ",29,8,"hygrophila                              ",120,"",2012-06-19,"20004","",,""
"43859466020004",2006,3,4806,2006,"Interior West                           ","Parsul","Parmelia                                ",65,19,"sulcata                                 ",120,"",2012-06-19,"20004","",,""
"43859467020004",2006,3,5201,2006,"Interior West                           ","Popamb","Parmeliopsis                            ",82,27,"ambigua                                 ",120,"",2012-06-19,"20004","",,""
"43859468020004",2006,3,5202,2006,"Interior West                           ","Pophyp","Parmeliopsis                            ",48,15,"hyperopta                               ",120,"",2012-06-19,"20004","",,""
"43859469020004",2006,3,5503,2006,"Interior West                           ","Pelcol","Peltigera                               ",3,1,"collina                                 ",120,"",2012-06-19,"20004","",,""
"43859470020004",2006,3,5605,2006,"Interior West                           ","Phahir","Phaeophyscia                            ",6,2,"hirsuta                                 ",120,"",2012-06-19,"20004","",,""
"43859471020004",2006,3,5701,2006,"Interior West                           ","Phyads","Physcia                                 ",55,18,"adscendens                              ",120,"",2012-06-19,"20004","",,""
"43859472020004",2006,3,5702,2006,"Interior West                           ","Phyaip","Physcia                                 ",2,1,"aipolia                                 ",120,"",2012-06-19,"20004","",,""
"43859473020004",2006,3,5705,2006,"Interior West                           ","Phybiz","Physcia                                 ",14,4,"biziana                                 ",120,"",2012-06-19,"20004","",,""
"43859474020004",2006,3,5706,2006,"Interior West                           ","Phycae","Physcia                                 ",6,2,"caesia                                  ",120,"",2012-06-19,"20004","",,""
"43859475020004",2006,3,5710,2006,"Interior West                           ","Phydim","Physcia                                 ",29,9,"dimidiata                               ",120,"",2012-06-19,"20004","",,""
"43859476020004",2006,3,5711,2006,"Interior West                           ","Phydub","Physcia                                 ",3,1,"dubia                                   ",120,"",2012-06-19,"20004","",,""
"43859477020004",2006,3,5723,2006,"Interior West                           ","Physte","Physcia                                 ",10,3,"stellaris                               ",120,"",2012-06-19,"20004","",,""
"43859478020004",2006,3,5801,2006,"Interior West                           ","Pclchl","Physciella                              ",30,8,"chloantha                               ",120,"",2012-06-19,"20004","",,""
"43859479020004",2006,3,5802,2006,"Interior West                           ","Pclmel","Physciella                              ",3,1,"melanchra                               ",120,"",2012-06-19,"20004","",,""
"43859480020004",2006,3,5903,2006,"Interior West                           ","Phoent","Physconia                               ",3,1,"enteroxantha                            ",120,"",2012-06-19,"20004","",,""
"43859481020004",2006,3,5907,2006,"Interior West                           ","Phoisi","Physconia                               ",4,2,"isidiigera                              ",120,"",2012-06-19,"20004","",,""
"43859482020004",2006,3,6101,2006,"Interior West                           ","Plagla","Platismatia                             ",50,15,"glauca                                  ",120,"",2012-06-19,"20004","",,""
"43859483020004",2006,3,6402,2006,"Interior West                           ","Pcyant","Pseudocyphellaria                       ",2,1,"anthraspis                              ",120,"",2012-06-19,"20004","",,""
"43859484020004",2006,3,6910,2006,"Interior West                           ","Ramdil","Ramalina                                ",1,1,"dilacerata                              ",120,"",2012-06-19,"20004","",,""
"43859485020004",2006,3,6912,2006,"Interior West                           ","Ramfar","Ramalina                                ",4,3,"farinacea                               ",120,"",2012-06-19,"20004","",,""
"43859486020004",2006,3,6937,2006,"Interior West                           ","Ramthr","Ramalina                                ",1,1,"thrausta                                ",120,"",2012-06-19,"20004","",,""
"43859487020004",2006,3,8000,2006,"Interior West                           ","Usn   ","Usnea                                   ",5,2,"",120,"",2012-06-19,"20004","",,""
"43859488020004",2006,3,8041,2006,"Interior West                           ","Usnhir","Usnea                                   ",20,8,"hirta                                   ",120,"",2012-06-19,"20004","",,""
"43859489020004",2006,3,8044,2006,"Interior West                           ","Usnlap","Usnea                                   ",63,20,"lapponica                               ",120,"",2012-06-19,"20004","",,""
"43859490020004",2006,3,8065,2006,"Interior West                           ","Usnsca","Usnea                                   ",7,3,"scabrata                                ",120,"",2012-06-19,"20004","",,""
"43859491020004",2006,3,8201,2006,"Interior West                           ","Xancan","Xanthoria                               ",7,3,"candelaria                              ",120,"",2012-06-19,"20004","",,""
"43859493020004",2006,3,8204,2006,"Interior West                           ","Xanhas","Xanthomendoza                           ",3,1,"hasseana                                ",120,"",2012-06-19,"20004","",,""
"43859494020004",2006,3,8207,2006,"Interior West                           ","Xanpol","Xanthoria                               ",14,4,"polycarpa                               ",120,"",2012-06-19,"20004","",,""
"43859495020004",2006,3,8210,2006,"Interior West                           ","Xanful","Xanthomendoza                           ",32,11,"fulva                                   ",120,"",2012-06-19,"20004","",,""
"43859496020004",2006,3,8214,2006,"Interior West                           ","Xanmon","Xanthomendoza                           ",64,19,"montana                                 ",120,"",2012-06-19,"20004","",,""
"43859497020004",2006,3,8219,2006,"Interior West                           ","Xangal","Xanthomendoza                           ",34,11,"galericulata                            ",120,"",2012-06-19,"20004","",,""
"43859498020004",2006,3,8303,2006,"Interior West                           ","Cndpac","Candelaria                              ",27,8,"pacifica                                ",120,"",2012-06-19,"20004","",,""
"43859499020004",2006,3,8502,2006,"Interior West                           ","Rhimel","Rhizoplaca                              ",3,1,"melanophthalma                          ",120,"",2012-06-19,"20004","",,""
"43859167020004",2007,3,101,2007,"Interior West                           ","Ahtsph","Ahtiana                                 ",4,1,"sphaerosporella                         ",136,"",2012-06-19,"20004","",,""
"43859168020004",2007,3,202,2007,"Interior West                           ","Aleims","Alectoria                               ",24,7,"imshaugii                               ",136,"",2012-06-19,"20004","",,""
"175532150010661",2004,1,3116,2004,"Northeastern                            ","Hypphy","Hypogymnia                              ",51,18,"physodes                                ",121,"",2009-01-12,"10661","",,""
"175532151010661",2004,1,3301,2004,"Northeastern                            ","Imsale","Imshaugia                               ",3,1,"aleurites                               ",121,"",2009-01-12,"10661","",,""
"175532152010661",2004,1,4005,2004,"Northeastern                            ","Melful","Melanelixia                             ",22,7,"fuliginosa                              ",121,"",2009-01-12,"10661","",,""
"175532153010661",2004,1,4008,2004,"Northeastern                            ","Melhal","Melanohalea                             ",8,2,"halei                                   ",121,"",2009-01-12,"10661","",,""
"175532154010661",2004,1,4013,2004,"Northeastern                            ","Melsep","Melanohalea                             ",3,1,"septentrionalis                         ",121,"",2009-01-12,"10661","",,""
"175532155010661",2004,1,4015,2004,"Northeastern                            ","Melsub","Melanelixia                             ",83,24,"subaurifera                             ",121,"",2009-01-12,"10661","",,""
"175532156010661",2004,1,4200,2004,"Northeastern                            ","Mye   ","Myelochroa                              ",1,1,"",121,"",2009-01-12,"10661","",,""
"175532157010661",2004,1,4201,2004,"Northeastern                            ","Myeaur","Myelochroa                              ",44,13,"aurulenta                               ",121,"",2009-01-12,"10661","",,""
"175532158010661",2004,1,4202,2004,"Northeastern                            ","Myegal","Myelochroa                              ",1,1,"galbina                                 ",121,"",2009-01-12,"10661","",,""
"175532159010661",2004,1,4800,2004,"Northeastern                            ","Par   ","Parmelia                                ",6,2,"",121,"",2009-01-12,"10661","",,""
"175532160010661",2004,1,4804,2004,"Northeastern                            ","Parsax","Parmelia                                ",8,2,"saxatilis                               ",121,"",2009-01-12,"10661","",,""
"175532161010661",2004,1,4805,2004,"Northeastern                            ","Parsqu","Parmelia                                ",15,4,"squarrosa                               ",121,"",2009-01-12,"10661","",,""
"175532162010661",2004,1,4806,2004,"Northeastern                            ","Parsul","Parmelia                                ",99,28,"sulcata                                 ",121,"",2009-01-12,"10661","",,""
"175532163010661",2004,1,5201,2004,"Northeastern                            ","Popamb","Parmeliopsis                            ",5,2,"ambigua                                 ",121,"",2009-01-12,"10661","",,""
"175532164010661",2004,1,5300,2004,"Northeastern                            ","Pmo   ","Parmotrema                              ",1,1,"",121,"",2009-01-12,"10661","",,""
"175532165010661",2004,1,5314,2004,"Northeastern                            ","Pmohyp","Parmotrema                              ",1,1,"hypotropum                              ",121,"",2009-01-12,"10661","",,""
"175532166010661",2004,1,5512,2004,"Northeastern                            ","Pelpra","Peltigera                               ",2,1,"praetextata                             ",121,"",2009-01-12,"10661","",,""
"175532167010661",2004,1,5606,2004,"Northeastern                            ","Phahrt","Phaeophyscia                            ",1,1,"hirtella                                ",121,"",2009-01-12,"10661","",,""
"175532239010661",2004,6,6708,2004,"Mid-Atlantic                            ","Punrud","Punctelia                               ",93,27,"rudecta                                 ",119,"",2009-01-12,"10661","",,""
"175532294010661",2005,6,1228,2005,"Mid-Atlantic                            ","Claoch","Cladonia                                ",6,2,"ochrochlora                             ",114,"",2009-01-12,"10661","",,""
"175532295010661",2005,6,1236,2005,"Mid-Atlantic                            ","Clasqu","Cladonia                                ",3,1,"squamosa                                ",114,"",2009-01-12,"10661","",,""
"175532296010661",2005,6,2601,2005,"Mid-Atlantic                            ","Flacap","Flavoparmelia                           ",87,26,"caperata                                ",114,"",2009-01-12,"10661","",,""
"175532319010661",2005,6,5700,2005,"Mid-Atlantic                            ","Phy   ","Physcia                                 ",2,1,"",114,"",2009-01-12,"10661","",,""
"175532320010661",2005,6,5702,2005,"Mid-Atlantic                            ","Phyaip","Physcia                                 ",6,2,"aipolia                                 ",114,"",2009-01-12,"10661","",,""
"175532324010661",2005,6,5801,2005,"Mid-Atlantic                            ","Pclchl","Physciella                              ",4,2,"chloantha                               ",114,"",2009-01-12,"10661","",,""
"175531299010661",2001,6,1251,2001,"Mid-Atlantic                            ","Clarei","Cladonia                                ",3,2,"rei                                     ",58,"",2009-01-12,"10661","",,""
"175531300010661",2001,6,1267,2001,"Mid-Atlantic                            ","Claple","Cladonia                                ",3,2,"pleurota                                ",58,"",2009-01-12,"10661","",,""
"175531305010661",2001,6,2822,2001,"Mid-Atlantic                            ","Hetspe","Heterodermia                            ",6,3,"speciosa                                ",58,"",2009-01-12,"10661","",,""
"175531317010661",2001,6,4201,2001,"Mid-Atlantic                            ","Myeaur","Myelochroa                              ",59,40,"aurulenta                               ",58,"",2009-01-12,"10661","",,""
"175531323010661",2001,6,5102,2001,"Mid-Atlantic                            ","Ppsmin","Parmelinopsis                           ",8,5,"minarum                                 ",58,"",2009-01-12,"10661","",,""
"175531333010661",2001,6,5614,2001,"Mid-Atlantic                            ","Pharub","Phaeophyscia                            ",90,55,"rubropulchra                            ",58,"",2009-01-12,"10661","",,""
"175531635010661",2002,6,1211,2002,"Mid-Atlantic                            ","Clacon","Cladonia                                ",25,14,"coniocraea                              ",63,"",2009-01-12,"10661","",,""
"175531654010661",2002,6,4201,2002,"Mid-Atlantic                            ","Myeaur","Myelochroa                              ",55,32,"aurulenta                               ",63,"",2009-01-12,"10661","",,""
"175531656010661",2002,6,4804,2002,"Mid-Atlantic                            ","Parsax","Parmelia                                ",3,2,"saxatilis                               ",63,"",2009-01-12,"10661","",,""
"175531673010661",2002,6,6712,2002,"Mid-Atlantic                            ","Punpun","Punctelia                               ",8,5,"punctilla                               ",63,"",2009-01-12,"10661","",,""
"175531995010661",2003,6,2702,2003,"Mid-Atlantic                            ","Fpufla","Flavopunctelia                          ",11,6,"flaventior                              ",65,"",2009-01-12,"10661","",,""
"175532003010661",2003,6,3302,2003,"Mid-Atlantic                            ","Imspla","Imshaugia                               ",3,2,"placorodia                              ",65,"",2009-01-12,"10661","",,""
"175532010010661",2003,6,4804,2003,"Mid-Atlantic                            ","Parsax","Parmelia                                ",1,2,"saxatilis                               ",65,"",2009-01-12,"10661","",,""
"175532013010661",2003,6,5101,2003,"Mid-Atlantic                            ","Ppshor","Parmelinopsis                           ",2,2,"horrescens                              ",65,"",2009-01-12,"10661","",,""
"175532017010661",2003,6,5303,2003,"Mid-Atlantic                            ","Pmochi","Parmotrema                              ",4,3,"chinense                                ",65,"",2009-01-12,"10661","",,""
"175532019010661",2003,6,5318,2003,"Mid-Atlantic                            ","Pmomar","Parmotrema                              ",2,2,"margaritatum                            ",65,"",2009-01-12,"10661","",,""
"175532031010661",2003,6,6700,2003,"Mid-Atlantic                            ","Pun   ","Punctelia                               ",18,15,"",65,"",2009-01-12,"10661","",,""
"175532198010661",2004,6,1207,2004,"Mid-Atlantic                            ","Clacae","Cladonia                                ",6,2,"caespiticia                             ",119,"",2009-01-12,"10661","",,""
"175532205010661",2004,6,2601,2004,"Mid-Atlantic                            ","Flacap","Flavoparmelia                           ",96,27,"caperata                                ",119,"",2009-01-12,"10661","",,""
"175532206010661",2004,6,2603,2004,"Mid-Atlantic                            ","Flabal","Flavoparmelia                           ",2,1,"baltimorensis                           ",119,"",2009-01-12,"10661","",,""
"175532207010661",2004,6,2816,2004,"Mid-Atlantic                            ","Hetobs","Heterodermia                            ",3,1,"obscurata                               ",119,"",2009-01-12,"10661","",,""
"175532208010661",2004,6,3208,2004,"Mid-Atlantic                            ","Htrliv","Hypotrachyna                            ",9,3,"livida                                  ",119,"",2009-01-12,"10661","",,""
"175532212010661",2004,6,4800,2004,"Mid-Atlantic                            ","Par   ","Parmelia                                ",3,1,"",119,"",2009-01-12,"10661","",,""
"175532243010661",2004,6,6809,2004,"Mid-Atlantic                            ","Pyxsub","Pyxine                                  ",19,6,"subcinerea                              ",119,"",2009-01-12,"10661","",,""
"175532245010661",2004,6,8053,2004,"Mid-Atlantic                            ","Usnmut","Usnea                                   ",1,1,"mutabilis                               ",119,"",2009-01-12,"10661","",,""
"175531064010661",2000,1,6910,2000,"Northeastern                            ","Ramdil","Ramalina                                ",6,6,"dilacerata                              ",49,"",2009-01-12,"10661","",,""
"175531065010661",2000,1,6912,2000,"Northeastern                            ","Ramfar","Ramalina                                ",3,2,"farinacea                               ",49,"",2009-01-12,"10661","",,""
"175531066010661",2000,1,6918,2000,"Northeastern                            ","Ramint","Ramalina                                ",1,2,"intermedia                              ",49,"",2009-01-12,"10661","",,""
"175531067010661",2000,1,6927,2000,"Northeastern                            ","Rampol","Ramalina                                ",1,2,"pollinaria                              ",49,"",2009-01-12,"10661","",,""
"175531068010661",2000,1,6929,2000,"Northeastern                            ","Ramroe","Ramalina                                ",3,4,"roesleri                                ",49,"",2009-01-12,"10661","",,""
"175531069010661",2000,1,6937,2000,"Northeastern                            ","Ramthr","Ramalina                                ",6,4,"thrausta                                ",49,"",2009-01-12,"10661","",,""
"175531070010661",2000,1,7501,2000,"Northeastern                            ","Stibea","Sticta                                  ",1,2,"beauvoisii                              ",49,"",2009-01-12,"10661","",,""
"175531071010661",2000,1,8000,2000,"Northeastern                            ","Usn   ","Usnea                                   ",4,4,"",49,"",2009-01-12,"10661","",,""
"175531072010661",2000,1,8014,2000,"Northeastern                            ","Usncer","Usnea                                   ",45,29,"ceratina                                ",49,"",2009-01-12,"10661","",,""
"175531073010661",2000,1,8029,2000,"Northeastern                            ","Usnfil","Usnea                                   ",28,18,"filipendula                             ",49,"",2009-01-12,"10661","",,""
"175531074010661",2000,1,8034,2000,"Northeastern                            ","Usnful","Usnea                                   ",2,2,"fulvoreagens                            ",49,"",2009-01-12,"10661","",,""
"175531075010661",2000,1,8041,2000,"Northeastern                            ","Usnhir","Usnea                                   ",55,47,"hirta                                   ",49,"",2009-01-12,"10661","",,""
"175531076010661",2000,1,8046,2000,"Northeastern                            ","Usnlon","Usnea                                   ",7,6,"longissima                              ",49,"",2009-01-12,"10661","",,""
"175531077010661",2000,1,8072,2000,"Northeastern                            ","Usnsub","Usnea                                   ",62,45,"subfloridana                            ",49,"",2009-01-12,"10661","",,""
"175531078010661",2000,1,8200,2000,"Northeastern                            ","Xan   ","Xanthoria                               ",1,2,"",49,"",2009-01-12,"10661","",,""
"175531079010661",2000,1,8204,2000,"Northeastern                            ","Xanhas","Xanthomendoza                           ",3,4,"hasseana                                ",49,"",2009-01-12,"10661","",,""
"175531080010661",2000,1,8301,2000,"Northeastern                            ","Cndcon","Candelaria                              ",13,10,"concolor                                ",49,"",2009-01-12,"10661","",,""
"175531202010661",2001,1,301,2001,"Northeastern                            ","Anapal","Anaptychia                              ",6,5,"palmulata                               ",40,"",2009-01-12,"10661","",,""
"175531203010661",2001,1,603,2001,"Northeastern                            ","Brycap","Bryoria                                 ",8,8,"capillaris                              ",40,"",2009-01-12,"10661","",,""
"175531204010661",2001,1,609,2001,"Northeastern                            ","Bryfur","Bryoria                                 ",42,40,"furcellata                              ",40,"",2009-01-12,"10661","",,""
"175531205010661",2001,1,610,2001,"Northeastern                            ","Bryfus","Bryoria                                 ",8,8,"fuscescens                              ",40,"",2009-01-12,"10661","",,""
"175531206010661",2001,1,614,2001,"Northeastern                            ","Brynad","Bryoria                                 ",3,3,"nadvornikiana                           ",40,"",2009-01-12,"10661","",,""
"175531207010661",2001,1,625,2001,"Northeastern                            ","Brytri","Bryoria                                 ",16,18,"trichodes                               ",40,"",2009-01-12,"10661","",,""
"175531208010661",2001,1,1001,2001,"Northeastern                            ","Cetame","Cetraria                                ",7,13,"americana                               ",40,"",2009-01-12,"10661","",,""
"175531209010661",2001,1,1002,2001,"Northeastern                            ","Cetaur","Cetraria                                ",6,8,"aurescens                               ",40,"",2009-01-12,"10661","",,""
"175531210010661",2001,1,1006,2001,"Northeastern                            ","Cetcil","Cetraria                                ",14,18,"ciliaris                                ",40,"",2009-01-12,"10661","",,""
"175531211010661",2001,1,1008,2001,"Northeastern                            ","Cetfen","Cetraria                                ",3,8,"fendleri                                ",40,"",2009-01-12,"10661","",,""
"175531212010661",2001,1,1012,2001,"Northeastern                            ","Cetoak","Cetraria                                ",42,43,"oakesiana                               ",40,"",2009-01-12,"10661","",,""
"175531213010661",2001,1,1013,2001,"Northeastern                            ","Cetorb","Cetraria                                ",54,68,"orbata                                  ",40,"",2009-01-12,"10661","",,""
"175531214010661",2001,1,1015,2001,"Northeastern                            ","Cetpin","Cetraria                                ",15,28,"pinastri                                ",40,"",2009-01-12,"10661","",,""
"175531215010661",2001,1,1102,2001,"Northeastern                            ","Celchi","Cetrelia                                ",12,15,"chicitae                                ",40,"",2009-01-12,"10661","",,""
"175531216010661",2001,1,1104,2001,"Northeastern                            ","Celoli","Cetrelia                                ",9,13,"olivetorum                              ",40,"",2009-01-12,"10661","",,""
"175532289010661",2005,6,1008,2005,"Mid-Atlantic                            ","Cetfen","Cetraria                                ",2,1,"fendleri                                ",114,"",2009-01-12,"10661","",,""
"175532292010661",2005,6,1211,2005,"Mid-Atlantic                            ","Clacon","Cladonia                                ",35,11,"coniocraea                              ",114,"",2009-01-12,"10661","",,""
"175532322010661",2005,6,5716,2005,"Mid-Atlantic                            ","Phymil","Physcia                                 ",79,24,"millegrana                              ",114,"",2009-01-12,"10661","",,""
"175532323010661",2005,6,5723,2005,"Mid-Atlantic                            ","Physte","Physcia                                 ",26,9,"stellaris                               ",114,"",2009-01-12,"10661","",,""
"175532334010661",2005,6,8000,2005,"Mid-Atlantic                            ","Usn   ","Usnea                                   ",2,2,"",114,"",2009-01-12,"10661","",,""
"175531085010661",2000,6,1229,2000,"Mid-Atlantic                            ","Clapar","Cladonia                                ",3,3,"parasitica                              ",36,"",2009-01-12,"10661","",,""
"175531094010661",2000,6,4201,2000,"Mid-Atlantic                            ","Myeaur","Myelochroa                              ",9,11,"aurulenta                               ",36,"",2009-01-12,"10661","",,""
"175531104010661",2000,6,6708,2000,"Mid-Atlantic                            ","Punrud","Punctelia                               ",19,25,"rudecta                                 ",36,"",2009-01-12,"10661","",,""
"175531105010661",2000,6,6711,2000,"Mid-Atlantic                            ","Punsub","Punctelia                               ",33,36,"subrudecta                              ",36,"",2009-01-12,"10661","",,""
"175531298010661",2001,6,1234,2001,"Mid-Atlantic                            ","Claram","Cladonia                                ",3,2,"ramulosa                                ",58,"",2009-01-12,"10661","",,""
"175531307010661",2001,6,3116,2001,"Mid-Atlantic                            ","Hypphy","Hypogymnia                              ",2,3,"physodes                                ",58,"",2009-01-12,"10661","",,""
"175531312010661",2001,6,3301,2001,"Mid-Atlantic                            ","Imsale","Imshaugia                               ",3,2,"aleurites                               ",58,"",2009-01-12,"10661","",,""
"235018304020004",2006,4,5202,2006,"West Coast                              ","Pophyp","Parmeliopsis                            ",64,15,"hyperopta                               ",156,"",2014-02-05,"20004","",,""
"235018305020004",2006,4,5501,2006,"West Coast                              ","Pelaph","Peltigera                               ",3,1,"aphthosa                                ",156,"",2014-02-05,"20004","",,""
"235018306020004",2006,4,5502,2006,"West Coast                              ","Pelbri","Peltigera                               ",41,10,"britannica                              ",156,"",2014-02-05,"20004","",,""
"235018307020004",2006,4,5503,2006,"West Coast                              ","Pelcol","Peltigera                               ",14,3,"collina                                 ",156,"",2014-02-05,"20004","",,""
"235018308020004",2006,4,5507,2006,"West Coast                              ","Pelmem","Peltigera                               ",15,4,"membranacea                             ",156,"",2014-02-05,"20004","",,""
"235018289020004",2006,4,4010,2006,"West Coast                              ","Melmul","Melanohalea                             ",12,3,"multispora                              ",156,"",2014-02-05,"20004","",,""
"235018290020004",2006,4,4017,2006,"West Coast                              ","Melsol","Melanohalea                             ",3,1,"subolivacea                             ",156,"",2014-02-05,"20004","",,""
"235018291020004",2006,4,4402,2006,"West Coast                              ","Nepbel","Nephroma                                ",33,8,"bellum                                  ",156,"",2014-02-05,"20004","",,""
"235018309020004",2006,4,5509,2006,"West Coast                              ","Pelneo","Peltigera                               ",48,12,"neopolydactyla                          ",156,"",2014-02-05,"20004","",,""
"235018292020004",2006,4,4403,2006,"West Coast                              ","Nephel","Nephroma                                ",26,7,"helveticum                              ",156,"",2014-02-05,"20004","",,""
"235018310020004",2006,4,5517,2006,"West Coast                              ","Pelsca","Peltigera                               ",12,3,"scabrosa                                ",156,"",2014-02-05,"20004","",,""
"235018311020004",2006,4,5702,2006,"West Coast                              ","Phyaip","Physcia                                 ",9,2,"aipolia                                 ",156,"",2014-02-05,"20004","",,""
"235018312020004",2006,4,5706,2006,"West Coast                              ","Phycae","Physcia                                 ",3,1,"caesia                                  ",156,"",2014-02-05,"20004","",,""
"235018313020004",2006,4,5724,2006,"West Coast                              ","Phyten","Physcia                                 ",1,1,"tenella                                 ",156,"",2014-02-05,"20004","",,""
"235018314020004",2006,4,5906,2006,"West Coast                              ","Phoper","Physconia                               ",3,1,"perisidiosa                             ",156,"",2014-02-05,"20004","",,""
"235018315020004",2006,4,5910,2006,"West Coast                              ","Phoame","Physconia                               ",2,1,"americana                               ",156,"",2014-02-05,"20004","",,""
"235018316020004",2006,4,6101,2006,"West Coast                              ","Plagla","Platismatia                             ",115,26,"glauca                                  ",156,"",2014-02-05,"20004","",,""
"235018317020004",2006,4,6102,2006,"West Coast                              ","Plaher","Platismatia                             ",51,12,"herrei                                  ",156,"",2014-02-05,"20004","",,""
"235018318020004",2006,4,6103,2006,"West Coast                              ","Plalac","Platismatia                             ",55,12,"lacunosa                                ",156,"",2014-02-05,"20004","",,""
"235018319020004",2006,4,6104,2006,"West Coast                              ","Planor","Platismatia                             ",84,19,"norvegica                               ",156,"",2014-02-05,"20004","",,""
"235018320020004",2006,4,6203,2006,"West Coast                              ","Polcon","Polychidium                             ",10,4,"contortum                               ",156,"",2014-02-05,"20004","",,""
"235018321020004",2006,4,6401,2006,"West Coast                              ","Pcyano","Pseudocyphellaria                       ",1,1,"anomala                                 ",156,"",2014-02-05,"20004","",,""
"235018322020004",2006,4,6404,2006,"West Coast                              ","Pcycro","Pseudocyphellaria                       ",3,1,"crocata                                 ",156,"",2014-02-05,"20004","",,""
"235018323020004",2006,4,6408,2006,"West Coast                              ","Pcyper","Pseudocyphellaria                       ",2,1,"perpetua                                ",156,"",2014-02-05,"20004","",,""
"235018324020004",2006,4,6910,2006,"West Coast                              ","Ramdil","Ramalina                                ",12,3,"dilacerata                              ",156,"",2014-02-05,"20004","",,""
