"CN","HABTYPCD","PUB_CD","SCIENTIFIC_NAME","COMMON_NAME","VALID","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"3726754010690","CAC6","639","TSME","mountain hemlock dominant","Y","",2004-10-19,"10690","",,""
"3726755010690","CAF0","639","ABLA-TSUGA-PIAL/2FORB","subalpine fir-hemlock-whitebark pine/forb","Y","",2004-10-19,"10690","",,""
"3726756010690","CAF1","639","XETE","common beargrass (subalpine park)","Y","",2004-10-19,"10690","",,""
"3726757010690","CAF2","639","POPH","poke knotweed (subalpine park)","Y","",2004-10-19,"10690","",,""
"3726758010690","CAG0","639","ABLA-TSUGA-PIAL/2GRAM","subalpine fir-hemlock-whitebark pine/grass (open parks)","Y","",2004-10-19,"10690","",,""
"3726759010690","CAG1","639","CAREX","sedge (subalpine park)","Y","",2004-10-19,"10690","",,""
"3726760010690","CAG111","639","ABLA/CAGE2","subalpine fir/Geyer's sedge","Y","",2004-10-19,"10690","",,""
"3726761010690","CAG2","639","FEVI","greenleaf fescue (subalpine park)","Y","",2004-10-19,"10690","",,""
"3726762010690","CAG3","639","LUZUL","woodrush (subalpine park)","Y","",2004-10-19,"10690","",,""
"3726763010690","CAG4","639","ACOCO","western needlegrass (subalpine park)","Y","",2004-10-19,"10690","",,""
"3726764010690","CAS1","639","ARTEM","sagebrush (subalpine park)","Y","",2004-10-19,"10690","",,""
"3726765010690","CAS2","639","CASSI3-ERICA","heather-heath (subalpine park)","Y","",2004-10-19,"10690","",,""
"3726766010690","CAS3","639","VASC","grouse whortleberry (subalpine park)","Y","",2004-10-19,"10690","",,""
"3726767010690","CAS4","639","JUCO6/ARNE","common juniper-pinemat manzanita (subalpine park)","Y","",2004-10-19,"10690","",,""
"3726768010690","CDC0","639","PSME-2TE","Douglas-fir with important conifers","Y","",2004-10-19,"10690","",,""
"3726769010690","CDC3","639","PSME-CADE27","Douglas-fir-incense cedar (S.W. Oregon, Douglas-fir infertile)","Y","",2004-10-19,"10690","",,""
"3726770010690","CDF312","639","PSME/OSMOR","Douglas-fir/sweetroot","Y","",2004-10-19,"10690","",,""
"3726771010690","CDG111","639","PSME/CAGE2","Douglas-fir/Geyer's sedge (Blue Mountains)","Y","",2004-10-19,"10690","",,""
"3726772010690","CDG112","639","PSME/CARU","Douglas-fir/pinegrass (Blue Mountains)","Y","",2004-10-19,"10690","",,""
"3726773010690","CDG8","639","PSME/CAREX","Douglas-fir/subalpine sedge","Y","",2004-10-19,"10690","",,""
"3726774010690","CDS611","639","PIPO-PSME/HODI","Douglas-fir/oceanspray","Y","",2004-10-19,"10690","",,""
"3726775010690","CDS621","639","PSME/SYAL","Douglas-fir/common snowberry (same as CDS633)","Y","",2004-10-19,"10690","",,""
"3726776010690","CDS711","639","PSME/PHMA5","Douglas-fir/mallow ninebark (Blue Mountains)","Y","",2004-10-19,"10690","",,""
"3726777010690","CDS721","639","PSME/PHMA5","Douglas-fir/mallow ninebark (Daubenmier)","Y","",2004-10-19,"10690","",,""
"3726778010690","CDSD","639","PSME/2SHRUB","Douglas-fir/shrub(dry)","Y","",2004-10-19,"10690","",,""
"3726779010690","CEF211","639","ABLA/LIBO3","subalpine fir/twinflower (Okanogan and Colville)","Y","",2004-10-19,"10690","",,""
"3726780010690","CEF222","639","ABLA/LIBO3","subalpine fir/twinflower (Wenatchee)","Y","",2004-10-19,"10690","",,""
"3726781010690","CEF331","639","ABLA/TRCA","subalpine fir/Carolina bugbane (Blue Mountains)","Y","",2004-10-19,"10690","",,""
"3726782010690","CEF433","639","ABLA/STAM2","subalpine fir/claspleaf twistedstalk (Rocky Mountains)","Y","",2004-10-19,"10690","",,""
"3726783010690","CEF434","639","ABLA/COLA3","subalpine fir/Oregon goldthread","Y","",2004-10-19,"10690","",,""
"3726784010690","CES121","639","ABLA/PAMY","subalpine fir/Oregon boxleaf (Daubenmeir)","Y","",2004-10-19,"10690","",,""
"3726785010690","CES311","639","ABLA/VAME","subalpine fir/thinleaf huckleberry (Blue Mountains)","Y","",2004-10-19,"10690","",,""
"3726786010690","CES421","639","ABLA/VASC","subalpine fir/grouse whortleberry (Daubenmeir)","Y","",2004-10-19,"10690","",,""
"3726787010690","CES5","639","ABLA/SYMPH-CORNU","subalpine fir/snowberry-dogwood","Y","",2004-10-19,"10690","",,""
"3726788010690","CES511","639","PIEN/COSES","Engelmann spruce/redosier dogwood","Y","",2004-10-19,"10690","",,""
"3726789010690","CFC0","639","ABAM-ABPR-2TE","Pacific silver fir-noble fir-associated conifers","Y","",2004-10-19,"10690","",,""
"3726790010690","CFF141","639","ABAM/CLUN2","Pacific silver fir/bride's bonnet (Warm Springs)","Y","",2004-10-19,"10690","",,""
"3726791010690","CAC2","639","CHNO","Alaska cedar","Y","",2004-10-19,"10690","",,""
"3726792010690","NCA1","628","PIAL-ABLA","whitebark pine-subalpine fir","Y","",2004-10-19,"10690","",,""
"3726793010690","SM20","628","ALVIS","Sitka alder","Y","",2004-10-19,"10690","",,""
"3726794010690","SS1911","628","PHEM","pink mountainheath","Y","",2004-10-19,"10690","",,""
"3726795010690","CAG1","632","park","park","Y","",2004-10-19,"10690","",2005-01-24,"10690"
"3726796010690","CDS627","632","PSME/SYAL","Douglas-fir/common snowberry","Y","",2004-10-19,"10690","",,""
"3726797010690","CES231","632","ABLA/MEFE","subalpine fir/rusty menziesia","Y","",2004-10-19,"10690","",,""
"3726798010690","CPS227","632","PIPO/PUTR2","ponderosa pine/antelope bitterbrush","Y","",2004-10-19,"10690","",,""
"3726799010690","HCS1","632","POBAT","black cottonwood","Y","",2004-10-19,"10690","",,""
"3726800010690","NCA1","632","PIAL-ABLA","whitebark pine-subalpine fir","Y","",2004-10-19,"10690","",,""
"3726801010690","SM8111","632","ALVIS","Sitka alder (scrub)","Y","",2004-10-19,"10690","",,""
"3726802010690","CFF141","635","ABAM/CLUN2","Pacific silver fir/bride's bonnet","Y","",2004-10-19,"10690","",,""
"3726803010690","CFF321","635","ABAM/XETE","Pacific silver fir/common beargrass","Y","",2004-10-19,"10690","",,""
"3726804010690","CHF531","635","TSHE/XETE","western hemlock/common beargrass","Y","",2004-10-19,"10690","",,""
"3726805010690","CHS211","635","TSHE/ACCI","western hemlock/vine maple","Y","",2004-10-19,"10690","",,""
"3726806010690","CHS329","635","TSHE/RHMA3","western hemlock/Pacific rhododendron","Y","",2004-10-19,"10690","",,""
"3726807010690","CMF111","635","TSME/XETE","mountain hemlock/common beargrass","Y","",2004-10-19,"10690","",,""
"3726808010690","CPC611","635","PIPO-PSME/GETR-WYAM","ponderosa pine-Douglas-fir/old man's whiskers-mule-ears (Mutton)","Y","",2004-10-19,"10690","",,""
"3726809010690","CPC612","635","PIPO-PSME/PUTR2","ponderosa pine-Douglas-fir/antelope bitterbrush (Mutton)","Y","",2004-10-19,"10690","",,""
"3726810010690","CPC613","635","PIPO-PSME/ARPA6-CEVE","ponderosa pine-Douglas-fir/greenleaf manzanita-snowbrush ceanothus (Mutton)","Y","",2004-10-19,"10690","",,""
"3726811010690","CPC614","635","PIPO-PSME/SYMPH","ponderosa pine-Douglas-fir/snowberrry (Mutton)","Y","",2004-10-19,"10690","",,""
"3726812010690","CPS227","635","PIPO/PUTR2","ponderosa pine/antelope bitterbrush","Y","",2004-10-19,"10690","",,""
"3726813010690","CWS121","635","2TE/CEVE","mixed conifer/snowbrush ceanothus","Y","",2004-10-19,"10690","",,""
"3726814010690","CWS213","635","ABGR/VAME","grand fir/thinleaf huckleberry","Y","",2004-10-19,"10690","",,""
"3726815010690","CWS333","635","ABGR/SYMPH","grand fir/snowberry","Y","",2004-10-19,"10690","",,""
"3726816010690","CWS334","635","2TE/SYMPH/CAGE2","mixed conifer/snowberry/Geyer's sedge","Y","",2004-10-19,"10690","",,""
"3726817010690","CWS711","635","ABGR/PAMY","grand fir/Oregon boxleaf","Y","",2004-10-19,"10690","",,""
"3726818010690","CWS712","635","ABGR-PICO/PAMY/CARU","grand fir-lodgepole pine/Oregon boxleaf/pinegrass","Y","",2004-10-19,"10690","",,""
"3726819010690","DCC512","635","2TE/SYMPH","mixed conifer/snowberry","Y","",2004-10-19,"10690","",,""
"3726820010690","CDS652","636","PSME/ARUV","Douglas-fir/kinnikinnick","Y","",2004-10-19,"10690","",,""
"3726821010690","CFC412","636","CHNO/VAOV","Alaska cedar/oval-leaf blueberry","Y","",2004-10-19,"10690","",,""
"3726822010690","CFF312","636","ABAM/XETE","Pacific silver fir/common beargrass","Y","",2004-10-19,"10690","",,""
"3726823010690","CFS152","636","ABAM/GASH","Pacific silver fir/salal","Y","",2004-10-19,"10690","",,""
"3726824010690","CFS241","636","ABAM/VAOV","Pacific silver fir/oval-leaf blueberry","Y","",2004-10-19,"10690","",,""
"3726825010690","CFS321","636","ABAM/OPHO","Pacific silver fir/devilsclub","Y","",2004-10-19,"10690","",,""
"3726826010690","CFS541","636","ABAM/MEFE","Pacific silver fir/rusty menziesia","Y","",2004-10-19,"10690","",,""
"3726827010690","CFS550","636","ABAM/RHAL2","Pacific silver fir/Cascade azalea","Y","",2004-10-19,"10690","",,""
"3726828010690","CHF125","636","TSHE/POMU","western hemlock/western swordfern","Y","",2004-10-19,"10690","",,""
"3726829010690","CHS128","636","TSHE/GASH","western hemlock/salal","Y","",2004-10-19,"10690","",,""
"3726830010690","CHS514","636","TSHE/OPHO","western hemlock/devilsclub","Y","",2004-10-19,"10690","",,""
"3726831010690","AG","639","?","grassland, permanent pasture","Y","",2004-10-19,"10690","",2005-01-24,"10690"
"3726832010690","CAC0","639","ABLA-TSME-PIAL","subalpine fir-mountain hemlock-whitebark pine (open parks)","Y","",2004-10-19,"10690","",,""
"3726833010690","CAC1","639","LALY","subalpine larch (Okanogan)","Y","",2004-10-19,"10690","",,""
"3726834010690","MS2111","628","CANI2","black alpine sedge","Y","",2004-10-19,"10690","",,""
"3726835010690","MM2911","624","CAPE42","woolly sedge","Y","",2004-10-19,"10690","",,""
"3726836010690","MM2912","624","CANE2","Nebraska sedge","Y","",2004-10-19,"10690","",,""
"3726837010690","MM2914","624","CAAQ","water sedge","Y","",2004-10-19,"10690","",,""
"3726838010690","MM2915","624","CASI2","analogue sedge","Y","",2004-10-19,"10690","",,""
"3726839010690","MM2916","624","CALU7","woodrush sedge","Y","",2004-10-19,"10690","",,""
"3726840010690","MM2917","624","CAUT","Northwest Territory sedge","Y","",2004-10-19,"10690","",,""
"3726841010690","MM2918","624","CACU5","Cusick's sedge","Y","",2004-10-19,"10690","",,""
"3726842010690","MM2919","624","CALEL","lakeshore sedge","Y","",2004-10-19,"10690","",,""
"3726843010690","MM2920","624","CALA11","woollyfruit sedge","Y","",2004-10-19,"10690","",,""
"3726844010690","MM2921","624","CAAM10","bigleaf sedge","Y","",2004-10-19,"10690","",,""
"3726845010690","MM2922","624","CANU5","naked sedge","Y","",2004-10-19,"10690","",,""
"3726846010690","MM2924","624","SCMI2","panicled bulrush","Y","",2004-10-19,"10690","",,""
"3726847010690","MM2925","624","GLST","fowl mannagrass","Y","",2004-10-19,"10690","",,""
"3726848010690","MS3111","624","CASC12","mountain sedge","Y","",2004-10-19,"10690","",,""
"3726849010690","MW1923","624","CAVEV2","blister sedge","Y","",2004-10-19,"10690","",,""
"3726850010690","SW1121","624","SACO2/CASC12","undergreen willow/mountain sedge","Y","",2004-10-19,"10690","",,""
"3726851010690","SW2124","624","ALINT/HEMA80","thinleaf alder/common cowparsnip","Y","",2004-10-19,"10690","",,""
"3726852010690","CCS110","625","THPL/RUSP-OXOR","western red cedar/salmonberry-redwood-sorrel","Y","",2004-10-19,"10690","",,""
"3726853010690","FW4221","625","ADPE","northern maidenhair","Y","",2004-10-19,"10690","",,""
"3726854010690","FW4222","625","EQAR","field horsetail","Y","",2004-10-19,"10690","",,""
"3726855010690","FW4225","625","OXALI","woodsorrel","Y","",2004-10-19,"10690","",,""
"3726856010690","SW2511","625","ALRU2","red alder (shrub)","Y","",2004-10-19,"10690","",,""
"3726857010690","SW2512","625","ALRU2/TRCA","red alder (shrub)/Carolina bugbane","Y","",2004-10-19,"10690","",,""
"3726858010690","CDS411","626","PSME/PAMY","Douglas-fir/Oregon boxleaf","Y","",2004-10-19,"10690","",,""
"3726859010690","CEG311","626","ABLA/CARU","subalpine fir/pinegrass","Y","",2004-10-19,"10690","",,""
"3726860010690","CEM211","626","PIEN/EQUIS","Engelmann spruce/horsetail","Y","",2004-10-19,"10690","",,""
"3726861010690","CES413","626","ABLA/VASC/CARU","subalpine fir/grouse whortleberry/pinegrass","Y","",2004-10-19,"10690","",,""
"3726862010690","CWS226","626","ABGR/MANE2/CARU","grand fir/Cascade barberry/pinegrass (Wenatchee)","Y","",2004-10-19,"10690","",,""
"3726863010690","CAG112","627","PIAL","whitebark pine","Y","",2004-10-19,"10690","",,""
"3726864010690","CDG131","627","PSME/CARU","Douglas-fir/pinegrass","Y","",2004-10-19,"10690","",,""
"3726865010690","CDS632","627","PSME/SYOR2","Douglas-fir/mountain snowberry","Y","",2004-10-19,"10690","",,""
"3726866010690","CDS715","627","PSME/PHMA5","Douglas-fir/mallow ninebark","Y","",2004-10-19,"10690","",,""
"3726867010690","CDS813","627","PSME/VACA13","Douglas-fir/dwarf bilberry","Y","",2004-10-19,"10690","",,""
"3726868010690","CDS814","627","PSME/VAME","Douglas-fir/thinleaf huckleberry","Y","",2004-10-19,"10690","",,""
"3726869010690","CEF211","627","ABLA/LIBOL2","subalpine fir/longtube twinflower","Y","",2004-10-19,"10690","",,""
"3726870010690","CEF421","627","ABLA/CLUN2","subalpine fir/bride's bonnet","Y","",2004-10-19,"10690","",,""
"3726871010690","CEG311","627","ABLA/CARU","subalpine fir/pinegrass","Y","",2004-10-19,"10690","",,""
"3726872010690","CES313","627","ABLA/VAME","subalpine fir/thinleaf huckleberry","Y","",2004-10-19,"10690","",,""
"3726873010690","CES412","627","ABLA/VASC","subalpine fir/grouse whortleberry","Y","",2004-10-19,"10690","",,""
"3726874010690","CHF521","627","TSHE/XETE","western hemlock/common beargrass","Y","",2004-10-19,"10690","",,""
"3726875010690","CDG112","628","PSME/CARU","Douglas-fir/pinegrass","Y","",2004-10-19,"10690","",,""
"3726876010690","CES311","628","ABLA/VAME","subalpine fir/thinleaf huckleberry","Y","",2004-10-19,"10690","",,""
"3726877010690","CES411","628","ABLA/VASC","subalpine fir/grouse whortleberry","Y","",2004-10-19,"10690","",,""
"3726878010690","CLS415","628","PICO/VASC","lodgepole pine/grouse whortleberry","Y","",2004-10-19,"10690","",,""
"3726879010690","MM1912","624","DECA18","tufted hairgrass","Y","",2004-10-19,"10690","",,""
"3726880010690","CLS416","628","PICO/CARU","lodgepole pine/pinegrass","Y","",2004-10-19,"10690","",,""
"3726881010690","CLS515","628","PICO/VAME","lodgepole pine/thinleaf huckleberry","Y","",2004-10-19,"10690","",,""
"3726882010690","MS20","628","?","meadow, subalpine","Y","",2004-10-19,"10690","",2005-01-24,"10690"
"3726883010690","CAG4","622","ABLA/ACOCO","subalpine fir/western needlegrass","Y","",2004-10-19,"10690","",,""
"3726884010690","CDG111","622","PSME/CAGE2","Douglas-fir/Geyer's sedge","Y","",2004-10-19,"10690","",,""
"3726885010690","CDG112","622","PSME/CARU","Douglas-fir/pinegrass","Y","",2004-10-19,"10690","",,""
"3726886010690","CDS624","622","PSME/SYAL","Douglas-fir/common snowberry","Y","",2004-10-19,"10690","",,""
"3726887010690","CDS625","622","PSME/SYOR2","Douglas-fir/mountain snowberry","Y","",2004-10-19,"10690","",,""
"3726888010690","CDS711","622","PSME/PHMA5","Douglas-fir/mallow ninebark","Y","",2004-10-19,"10690","",,""
"3726889010690","CDS821","622","PSME/VAME","Douglas-fir/thinleaf huckleberry","Y","",2004-10-19,"10690","",,""
"3726890010690","CDSD","622","PSME/CELE3/CAGE2","Douglas-fir/curl-leaf mountain mahogany/Geyer's sedge","Y","",2004-10-19,"10690","",,""
"3726891010690","CEF331","622","ABLA/TRCA","subalpine fir/Carolina bugbane","Y","",2004-10-19,"10690","",,""
"3726892010690","CES311","622","ABLA/VAME","subalpine fir/thinleaf huckleberry","Y","",2004-10-19,"10690","",,""
"3726893010690","CES314","622","ABLA/CLUN2","subalpine fir/bride's bonnet","Y","",2004-10-19,"10690","",,""
"3726894010690","CES411","622","ABLA/VASC","subalpine fir/grouse whortleberry","Y","",2004-10-19,"10690","",,""
"3726895010690","CJS8","622","JUOC/ARRI2","western juniper/scabland sagebrush","Y","",2004-10-19,"10690","",,""
"3726896010690","CLS4","622","PICO/VASC","lodgepole pine/grouse whortleberry","Y","",2004-10-19,"10690","",,""
"3726897010690","CLS416","622","PICO/CARU","lodgepole pine/pinegrass","Y","",2004-10-19,"10690","",,""
"3726898010690","CLS6","622","PICO/ALVIS","lodgepole pine/Sitka alder","Y","",2004-10-19,"10690","",,""
"3726899010690","CPG111","622","PIPO/PSSPS","ponderosa pine/bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3726900010690","CPG112","622","PIPO/FEID","ponderosa pine/Idaho fescue","Y","",2004-10-19,"10690","",,""
"3720603010690","CMS221","608","TSME/MEFE","mountain hemlock/rusty menziesia","Y","",2004-10-19,"10690","",,""
"3720604010690","CMS223","608","TSME/RHAL2","mountain hemlock/Cascade azalea","Y","",2004-10-19,"10690","",,""
"3720605010690","CAC1","609","LALY","subalpine larch","Y","",2004-10-19,"10690","",,""
"3720606010690","CAG112","609","PIAL/CARU","whitebark pine/pinegrass","Y","",2004-10-19,"10690","",,""
"3720607010690","CDG123","609","PSME/ARUV","Douglas-fir/kinnikinnick (Okanogan)","Y","",2004-10-19,"10690","",,""
"3720608010690","CDG131","609","PSME/CARU","Douglas-fir/pinegrass (Okanogan and Colville)","Y","",2004-10-19,"10690","",,""
"3720609010690","CDG311","609","PIPO-PSME/PSSPS","ponderosa pine-Douglas-fir/bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3720610010690","CDS411","609","PSME/PAMY","Douglas-fir/Oregon boxleaf (Okanogan)","Y","",2004-10-19,"10690","",,""
"3720611010690","CDS631","609","PSME/ARUV-PUTR2","Douglas-fir/kinnikinnick-antelope bitterbrush","Y","",2004-10-19,"10690","",,""
"3720612010690","CDS632","609","PSME/SYOR2","Douglas-fir/mountain snowberry (Okanogan and Colville)","Y","",2004-10-19,"10690","",,""
"3720613010690","CDS633","609","PSME/SYAL","Douglas-fir/common snowberry","Y","",2004-10-19,"10690","",,""
"3720614010690","CDS715","609","PSME/PHMA5","Douglas-fir/mallow ninebark (Okanogan and Colville)","Y","",2004-10-19,"10690","",,""
"3720615010690","CDS811","609","PSME/VACCI","Douglas-fir/blueberry","Y","",2004-10-19,"10690","",,""
"3720616010690","CEF211","609","ABLA/LIBOL2","subalpine fir/longtube twinflower (Okanogan and Colville)","Y","",2004-10-19,"10690","",,""
"3720617010690","CEG311","609","ABLA/CARU","subalpine fir/pinegrass (Okanogan and Colville)","Y","",2004-10-19,"10690","",,""
"3720618010690","CEM211","609","PIEN/EQAR","Engelmann spruce/field horsetail","Y","",2004-10-19,"10690","",,""
"3720619010690","CES111","609","ABLA/PAMY","subalpine fir/Oregon boxleaf (Okanogan)","Y","",2004-10-19,"10690","",,""
"3720620010690","CFS551","607","ABAM/RHAL2/XETE","Pacific silver fir/Cascade azalea/common beargrass","Y","",2004-10-19,"10690","",,""
"3720621010690","MD3111","605","POPR","Kentucky bluegrass (dry meadow)","Y","",2004-10-19,"10690","",,""
"3720622010690","MM1911","605","DECA18-CANE2","tufted hairgrass-Nebraska sedge (moist meadow)","Y","",2004-10-19,"10690","",,""
"3720623010690","MW1911","605","CANE2-JUBA","Nebraska sedge-Baltic rush (wet meadow)","Y","",2004-10-19,"10690","",,""
"3720624010690","SD1913","605","ARAR8/FEID-ELELE","little sagebrush/Idaho fescue-squirreltail","Y","",2004-10-19,"10690","",,""
"3720625010690","SD2912","605","ARTRT/PSSPS","basin big sagebrush/bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3720626010690","SD9211","605","ARAR8-STST5/POSE","little sagebrush-narrowleaf mock goldenweed/Sandburg bluegrass","Y","",2004-10-19,"10690","",,""
"3720627010690","SD9212","605","ARAR8/POSE-DAUN","little sagebrush/Sandburg bluegrass-onespike danthonia","Y","",2004-10-19,"10690","",,""
"3720628010690","SS4921","605","ARAR8/FERU2","little sagebrush/red fescue (alpine)","Y","",2004-10-19,"10690","",,""
"3720629010690","CLF111","606","PICO/2FORB","lodgepole pine/forb","Y","",2004-10-19,"10690","",,""
"3720630010690","CLS413","606","PICO/VASC/2FORB","lodgepole pine/grouse whortleberry/forb","Y","",2004-10-19,"10690","",,""
"3720631010690","CLS414","606","PICO/VASC/CAIN9","lodgepole pine/grouse whortleberry/long-stolon sedge","Y","",2004-10-19,"10690","",,""
"3720632010690","CMS111","606","TSME/VASC","mountain hemlock/grouse whortleberry","Y","",2004-10-19,"10690","",,""
"3720633010690","CPS111","606","PIPO/PUTR2-ARTR2/FEID","ponderosa pine/antelope bitterbrush-big sagebrush/Idaho fescue","Y","",2004-10-19,"10690","",,""
"3720634010690","CPS211","606","PIPO/PUTR2/FEID","ponderosa pine/antelope bitterbrush/Idaho fescue","Y","",2004-10-19,"10690","",,""
"3720635010690","CRG111","606","ABSH/CAIN9","Shasta red fir/long-stolon sedge","Y","",2004-10-19,"10690","",,""
"3720636010690","CRS112","606","ABSH-TSME/ARNE/CAIN9","Shasta red fir-mountain hemlock/pinemat manzanita/long-stolon sedge","Y","",2004-10-19,"10690","",,""
"3720637010690","CRS311","606","ABSH/CHCHC4/CHUM-CAIN9","Shasta red fir/giant chinquapin/pipissewa-long-stolon sedge","Y","",2004-10-19,"10690","",,""
"3720638010690","CWC215","606","ABCO-PSME/CEVE/ARUV","white fir-Douglas-fir/snowbush ceonothus/kinnikinnick","Y","",2004-10-19,"10690","",,""
"3720639010690","CWH112","606","ABCO/CHCHC4-PAMY/CHUM","white fir/giant chinquapin-Oregon boxleaf/pipissewa","Y","",2004-10-19,"10690","",,""
"3720640010690","CWM111","606","ABCO/ALINT","white fir/thinleaf alder (meadow)","Y","",2004-10-19,"10690","",,""
"3720641010690","CWS116","606","ABCO/CEVE-CEPR/FRVI","white-fir/snowbrush ceanothus-squawcarpet/Virginia strawberry","Y","",2004-10-19,"10690","",,""
"3720642010690","CWS312","606","ABCO/SYAL/FRVI","white fir/common snowberry/Virginia strawberry","Y","",2004-10-19,"10690","",,""
"3720643010690","SD1913","606","ARAR8/FEID-ELELE","little sagebrush/Idaho fescue-squirreltail","Y","",2004-10-19,"10690","",,""
"3720644010690","CFC251","607","ABAM-TSHE/RHMA3-GASH","Pacific silver fir-western hemlock/Pacific rhododendron-salal","Y","",2004-10-19,"10690","",,""
"3720645010690","CFF152","607","ABAM/TITRU","Pacific silver fir/oneleaf foamflower","Y","",2004-10-19,"10690","",,""
"3720646010690","CFF153","607","ABAM/OXOR","Pacific silver fir/redwood-sorrel","Y","",2004-10-19,"10690","",,""
"3720647010690","CFS151","607","ABAM/MANE2","Pacific silver fir/Cascade barberry","Y","",2004-10-19,"10690","",,""
"3720648010690","CFS251","607","ABAM/VAME/XETE","Pacific silver fir/thinleaf huckleberry/common beargrass","Y","",2004-10-19,"10690","",,""
"3720649010690","CFS253","607","ABAM/VAOV/COCA13","Pacific silver fir/oval-leaf blueberry/bunchberry dogwood","Y","",2004-10-19,"10690","",,""
"3720650010690","CFS254","607","ABAM/MEFE","Pacific silver fir/rusty menziesia","Y","",2004-10-19,"10690","",,""
"3720651010690","CFS255","607","ABAM/VAOV-GASH","Pacific silver fir/oval-leaf blueberry-salal","Y","",2004-10-19,"10690","",,""
"3720652010690","CFS256","607","ABAM/VAME/CLUN2","Pacific silver fir/thinleaf huckleberry/bride's bonnet","Y","",2004-10-19,"10690","",,""
"3720653010690","CFS351","607","ABAM/OPHO","Pacific silver fir/devilsclub","Y","",2004-10-19,"10690","",,""
"3720654010690","CWS313","605","ABCO-PIPO/SYAL/PSJA2","white fir-ponderosa pine/common snowberry/tuber starwort","Y","",2004-10-19,"10690","",,""
"3720655010690","CFC151","603","ABAM-TSME/XETE","Pacific silver fir-mountain hemlock/common beargrass","Y","",2004-10-19,"10690","",,""
"3720656010690","CFF251","603","ABPR/ACTR","noble fir/sweet after death","Y","",2004-10-19,"10690","",,""
"3720657010690","CFF252","603","ABAM/ACTR","Pacific silver fir/sweet after death","Y","",2004-10-19,"10690","",,""
"3720658010690","CHC551","603","TSHE-ABAM/RHMA3-MANE2","western hemlock-Pacific silver fir/Pacific rododendron-Cascade barberry","Y","",2004-10-19,"10690","",,""
"3720659010690","CHC552","603","TSHE-ABAM/RHMA3/LIBO3","western hemlock-Pacific silver fir/Pacific rododendron/twinflower","Y","",2004-10-19,"10690","",,""
"3720660010690","CHC553","603","TSHE-ABAM/LIBO3","western hemlock-Pacific silver fir/twinflower","Y","",2004-10-19,"10690","",,""
"3720661010690","CHH351","603","TSHE/CHCHC4","western hemlock/giant chinkapin","Y","",2004-10-19,"10690","",,""
"3720662010690","CMC151","603","CHNO/OPHO","Alaska cedar/devilsclub","Y","",2004-10-19,"10690","",,""
"3720663010690","CAG111","604","ABLA-PIAL/CAGE2","subalpine fir-whitebark pine/Geyer's sedge","Y","",2004-10-19,"10690","",,""
"3720664010690","CDG111","604","PIPO-PSME/CAGE2","Ponderosa pine-Douglas-fir/Geyer's sedge (Blue Mtns)","Y","",2004-10-19,"10690","",,""
"3720665010690","CDS611","604","PIPO-PSME/SYAL-HODI","Ponderosa pine-Douglas-fir/common snowberry-oceanspray","Y","",2004-10-19,"10690","",,""
"3720666010690","CDS711","604","PSME/PHMA5","Douglas-fir/mallow ninebark (Blue Mtns)","Y","",2004-10-19,"10690","",,""
"3720667010690","CES311","604","ABLA/VAME","subalpine fir/thinleaf huckleberry (Blue mountains)","Y","",2004-10-19,"10690","",,""
"3720668010690","CES411","604","ABLA/VASC","subalpine fir/grouse whortleberry (Blue Mountains)","Y","",2004-10-19,"10690","",,""
"3720669010690","CJG111","604","JUOC/FEID-PSSPS","western juniper/Idaho fescue-bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3720670010690","CJS111","604","JUOC/ARAR8/PSSP6-FEID","western juniper/little sagebrush/bluebunch wheatgrass-Idaho fescue","Y","",2004-10-19,"10690","",,""
"3720671010690","CJS211","604","JUOC/ARTR2/PSSP6-FEID","western juniper/big sagebrush/bluebunch wheatgrass-Idaho fescue","Y","",2004-10-19,"10690","",,""
"3720672010690","CJS811","604","JUOC/ARRI2","western juniper/scabland sagebrush (scabland)","Y","",2004-10-19,"10690","",,""
"3720673010690","CLG211","604","PICO/CARU-VASC","lodgepole pine/pinegrass-grouse whortleberry","Y","",2004-10-19,"10690","",,""
"3720674010690","CLS411","604","PICO/VASC","lodgepole pine/grouse whortleberry (Blue Mountains)","Y","",2004-10-19,"10690","",,""
"3720675010690","CLS511","604","PICO/VAME","lodgepole pine/thinleaf huckleberry (Blue Mountains)","Y","",2004-10-19,"10690","",,""
"3720676010690","CPG111","604","PIPO/PSSPS","ponderosa pine/bluebunch wheatgrass (Blue Mountains)","Y","",2004-10-19,"10690","",,""
"3720677010690","CPG112","604","PIPO/FEID","ponderosa pine/Idaho fescue (Blue Mountains)","Y","",2004-10-19,"10690","",,""
"3720678010690","CPM111","604","PIPO/ELGL","ponderosa pine/blue wildrye","Y","",2004-10-19,"10690","",,""
"3720679010690","CPS221","604","PIPO/PUTR2/CARO5","ponderosa pine/antelope bitterbrush/Ross' sedge","Y","",2004-10-19,"10690","",,""
"3720680010690","CWF311","604","ABGR/LIBO3-2FORB","grand fir/twinflower-forb","Y","",2004-10-19,"10690","",,""
