"CN","ATTRIBUTE_NBR","ATTRIBUTE_DESCR","TIMBERLAND","EVAL_TYP","EXPRESSION","WHERE_CLAUSE","FOOTNOTE","ATTRIBUTE_GLOSSARY","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","NOTES"
"398952000440",63,"Belowground carbon in live seedlings, shrubs, and bushes, in short tons, on timberland","Y","EXPCURR","c.condprop_unadj * c.CARBON_UNDERSTORY_BG * decode(c.prop_basis,'MACR',pop_stratum.adj_factor_macr,pop_stratum.adj_factor_subp)"," and pet.eval_typ='EXPCURR'      and c.cond_status_cd=1  and c.reservcd=0 and c.siteclcd in (1,2,3,4,5,6) ","Carbon is modeled using tree and stand-level attributes.","Carbon in understory belowground. Carbon (tons per acre) in the belowground portions of seedlings and shrubs. Estimated from models based on geographic area, forest type, and (except for nonstocked and pinyon-juniper stands) live tree carbon density (Smith and Heath 2008). This modeled attribute is a component of the EPA's Greenhouse Gas Inventory and is not a direct sum of Phase 2 or Phase 3 measurements.Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br> Timberland: Forest land that is producing or is capable of producing crops of industrial wood and not withdrawn from timber utilization by statute or administrative regulation. (Note: Areas qualifying as timberland are capable of producing at least 20 cubic feet per acre per year of industrial wood in natural stands. Currently inaccessible and inoperable areas are included.)<br> Smith, J.E.; Heath, L.S. 2008. Forest sections of the land use change and forestry chapter, and Annex. In: US Environmental Protection Agency, Inventory of US Greenhouse Gas Emissions and Sinks: 1990-2006. EPA 430-R-08-005. http://www.epa.gov/climatechange/ghgemissions/usinventoryreport/archive.html (17 October)","",2008-09-23,"10839","",2013-04-25,"440",""
"398953000440",64,"Carbon in stumps, coarse roots, and coarse woody debris, in short tons, on timberland","Y","EXPCURR","c.condprop_unadj * c.CARBON_DOWN_DEAD * decode(c.prop_basis,'MACR',pop_stratum.adj_factor_macr,pop_stratum.adj_factor_subp)"," and pet.eval_typ='EXPCURR'      and c.cond_status_cd=1 and c.reservcd=0 and c.siteclcd in (1,2,3,4,5,6) ","Carbon is modeled using tree and stand-level attributes.","Carbon in down dead. Carbon (tons per acre) of woody material >3 inches in diameter on the ground, and stumps and their roots >3 inches in diameter. Estimated from models based on geographic area, forest type, and live tree carbon density (Smith and Heath 2008). This modeled attribute is a component of the EPA's Greenhouse Gas Inventory and is not a direct sum of Phase 2 or Phase 3 measurements.<br>Forest land: Land at least 10-percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at least 10-percent stocked with trees and forest areas adjacent to urban and builtup lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre and 120 feet wide measured stem-to-stem from the outer-most edge. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide.<br> Timberland: Forest land that is producing or is capable of producing crops of industrial wood and not withdrawn from timber utilization by statute or administrative regulation. (Note: Areas qualifying as timberland are capable of producing at least 20 cubic feet per acre per year of industrial wood in natural stands. Currently inaccessible and inoperable areas are included.)<br> Smith, J.E.; Heath, L.S. 2008. Forest sections of the land use change and forestry chapter, and Annex. In: US Environmental Protection Agency, Inventory of US Greenhouse Gas Emissions and Sinks: 1990-2006. EPA 430-R-08-005. http://www.epa.gov/climatechange/ghgemissions/usinventoryreport/archive.html (17 October)","",2008-09-23,"10839","",2013-04-25,"440",""
"172499837121573",408,"Average annual harvest removals biomass above ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499838121573",378,"Average annual removals biomass below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499839121573",641,"Average annual mortality carbon below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPMORT","","","","","",2015-11-18,"121573","",,"",""
"172499840121573",738,"Average annual other removals carbon above ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499841121573",409,"Average annual harvest removals biomass below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499842121573",410,"Average annual harvest removals biomass below ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499843121573",411,"Average annual harvest removals biomass below ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499844121573",739,"Average annual other removals carbon above ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499845121573",412,"Average annual harvest removals biomass below ground of trees (at least 1 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499846121573",413,"Average annual harvest removals biomass below ground of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499847121573",414,"Average annual harvest removals biomass below ground of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499848121573",415,"Average annual harvest removals biomass in the merchantable bole of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499849121573",416,"Average annual harvest removals biomass in the merchantable bole of growing-stock trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499850121573",417,"Average annual harvest removals biomass in the merchantable bole of sawtimber trees (at least 5 inches d.b.h.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499851121573",418,"Average annual harvest removals biomass in the merchantable bole of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499852121573",419,"Average annual harvest removals biomass in the merchantable bole of growing-stock trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499853121573",420,"Average annual harvest removals biomass in the merchantable bole of sawtimber trees (at least 5 inches d.b.h.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499854121573",421,"Average annual harvest removals biomass in the sawlog of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499855121573",422,"Average annual harvest removals biomass in the sawlog of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499856121573",423,"Average annual harvest removals biomass in the merchantable bole above the sawlog of sawtimber trees, in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499857121573",424,"Average annual harvest removals biomass in the merchantable bole above the sawlog of sawtimber trees, in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499858121573",425,"Average annual harvest removals biomass in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499859121573",426,"Average annual harvest removals biomass in the stump of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499860121573",427,"Average annual harvest removals biomass in the stump of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on forest land ***TEST***","N","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499861121573",428,"Average annual harvest removals biomass in the stump of trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499862121573",429,"Average annual harvest removals biomass in the stump of growing-stock trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
"172499863121573",430,"Average annual harvest removals biomass in the stump of sawtimber trees (at least 5 inches d.b.h./d.r.c.), in short tons, on timberland ***TEST***","Y","EXPREMV","","","","","",2015-11-18,"121573","",,"",""
