"LICH_SPPCD","SPP_NAME","YEAREND","YEARSTART","SPP_COMMENTS","CN","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
5911,"Physconia leucoleiptes",,1997,"ACTION 5: ACTION 3: West - for analyzing data from multiple years crossing 1998, 5907 Physconia isidiigera, 5906 P. perisidiosa, and 5911 P. leucoleiptes should be combined into 5901 P. detersa. ACTION 0: East. Western US: If this taxon occurs in pre-1998 data, it represents a portion of taxon 5901 P. detersa. Eastern US: P. detersa, P. leucoleiptes, and P. perisidiosa are distinguished in all data sets.","689724000333","",2004-02-10,"999","",2004-04-20,"999"
6250,"Protopannaria",,2000,"ACTION 0. This genus is considered squamulose and keys with Pannariaceae. Crews are trained to collected the entire group (Pannaria, Fuscopannaria, Parmeliella, Protopannaria), and it is included in FIA data/analyses. There were code and species changes under the genera Fuscopannaria, Pannaria, Parmeliella, and Protopannaria. The years changes were made are uncertain; however, data have been checked and the current coding is fully backward compatible.","690510000333","",2007-05-15,"333","",2008-04-11,"333"
6404,"Pseudocyphellaria crocata",,1993,"ACTION 3: For analyzing data from multiple years crossing 2003, 6408 Pseudosyphellaria perpetua should be combined into 6404 P. crocata. Data recorded before 2004 as 6404 P. crocata included the new segregate species 6408 P. perpetua.  ","689727000333","",2005-06-15,"333","",,""
6408,"Pseudocyphellaria perpetua",,2004,"ACTION 3: For analyzing data from multiple years crossing 2003, 6408 Pseudosyphellaria perpetua should be combined into 6404 P. crocata. This name (Miadlikowska et al. 2002) was first applied in the 2004 data.  Prior to this, it was most likely identified as 6404 P. crocata. 6408 P. perpetua has marginal soralia, a yellow medulla and tends to have a grayer upper cortex, while 6404 P. crocata has mostly laminal soredia, a white medulla and it tends to have a browner upper cortex.","689728000333","",2005-06-15,"333","",,""
6501,"Pseudoparmelia sphaerospora",2006,1993,"ACTION 0. 6501 Pseudoparmelia sphaerospora = 6501 Pseudoparmelia uleana. The latter name was used starting with 2006 data","2315683000440","",2011-03-09,"440","",,""
6501,"Pseudoparmelia uleana",,2006,"ACTION 0. 6501 Pseudoparmelia sphaerospora = 6501 Pseudoparmelia uleana. The latter name was used starting with 2006 data","2315684000440","",2011-03-09,"440","",,""
6600,"Psoroma",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files. ","690512000333","",2007-05-15,"333","",2007-05-16,"333"
6601,"Psoroma hypnorum",,1993,"ACTION 1: Exclude for most FIA analysis. Squamulose/crustose growth form included in some data. This has been collected inconsistently and not included in data for most years. If it appears in a packet, it is recorded on the ID sheet but not entered in the data files. ","690511000333","",2007-05-15,"333","",2007-05-16,"333"
6706,"Punctelia perreticulata",,1993,"ACTION 2: 6711 Punctelia subrudecta should be combined into 6706 P. perreticulata for all analyses. 6711 P. subrudecta is considered a misidentification of 6706 P. perreticulata for North America (Aptroot 2003).","689729000333","",2007-05-04,"333","",,""
6711,"Punctelia subrudecta",,1993,"ACTION 2: 6711 Punctelia subrudecta should be combined into 6706 P. perreticulata for all analyses. 6711 P. subrudecta is considered a misidentification of 6706 P. perreticulata for North America (Aptroot 2003).","689730000333","",2007-05-04,"333","",,""
6712,"Punctelia caseana",,2010,"ACTION 5:  ACTION 2: East - 6711 Punctelia subrudecta should be combined into 6712 P. caseana for all analyses.  ACTION 4:  East -for pre-2010 data, 6706 P. perreticulata should be combined with 6711 P. subrudecta into 6713 P. caseana for all analyses. For 2010 and later data, 6706 P. perreticulata should be retained as a distinct species.  6711 P. subrudecta is not found in North America; starting 2005 this name has not been used for FIA lichen records. Aptroot (2003).considered all 6711 should be identified as 6706 P. perreticulata. Lendemer & Hodkinson (2010) described two new species for the former 6711 P. subrudecta, and retained 6706 P. perreticulata  as a separate species.","2315685000440","",2011-03-09,"440","",,""
6713,"Punctelia jeckeri",,2010,"ACTION 5:  ACTION 2: West - 6711 Punctelia subrudecta should be combined into 6713 P. jeckeri for all analyses.  ACTION 4:  West ?for pre-2010 data, 6706 P. perreticulata should be combined with 6711 P. subrudecta into 6713 P. jeckeri for all analyses. For 2010 and later data, 6706 P. perreticulata should be retained as a distinct species.  6711 P. subrudecta is not found in North America; starting 2005 this name has not been used for FIA lichen records. Aptroot (2003).considered all 6711 should be identified as 6706 P. perreticulata. Lendemer & Hodkinson (2010) described two new species for the former 6711 P. subrudecta, and retained 6706 P. perreticulata  as a separate species.","2315686000440","",2011-03-09,"440","",,""
6801,"Pyxine albovirens",,1993,"ACTION 7. ACTION 3: For any analysis where Southern (S) FIA Region is included - for analyzing data from multiple years crossing 1999, 6801 Pyxine albovirens, 6803 P. caesiopruinosa, 6809 P. subcinerea should be combined into 6809 P. subcinerea. ACTION 4: For any analysis when Southern (S) FIA Region is included - for analyzing pre-2000 data, 6801 Pyxine albovirens, 6803 P. caesiopruinosa, 6809 P. subcinerea should be combined into 6809 P. subcinerea. Eastern US: The names 6801 P. albovirens, 6803 P. caesiopruinosa, and 6809 P. subcinerea may have been misapplied in early years in the SE. See Amtoft 2002 for a key to UV+ Pyxine in the East. 6801 P. albovirens should have a K+ purple medulla that is orange and 'round, laminal soralia'; found in the SE coastal plain. ","690515000333","",2007-05-15,"333","",2007-05-16,"333"
6803,"Pyxine caesiopruinosa",,1993,"ACTION 7. ACTION 3: For any analysis where Southern (S) FIA Region is included - for analyzing data from multiple years crossing 1999, 6801 Pyxine albovirens, 6803 P. caesiopruinosa, 6809 P. subcinerea should be combined into 6809 P. subcinerea. ACTION 4: For any analysis when Southern (S) FIA Region is included - for analyzing pre-2000 data, 6801 Pyxine albovirens, 6803 P. caesiopruinosa, 6809 P. subcinerea should be combined into 6809 P. subcinerea. Eastern US: The names 6801 P. albovirens, 6803  P. caesiopruinosa, and 6809 P. subcinerea may have been misapplied in early years in the SE. See Amtoft 2002 for a key to UV+ Pyxine in the East. 6803 P. caesiopruinosa should have a K+ purple medulla that is orange and 'marginal dactyls and coarse soredia'; found in the SE coastal plain. ","690514000333","",2007-05-15,"333","",2007-05-16,"333"
6809,"Pyxine subcinerea",,1993,"ACTION 7. ACTION 3: For any analysis where Southern (S) FIA Region is included - for analyzing data from multiple years crossing 1999, 6801 Pyxine albovirens, 6803 P. caesiopruinosa, 6809 P. subcinerea should be combined into 6809 P. subcinerea. ACTION 4: For any analysis when Southern (S) FIA Region is included - for analyzing pre-2000 data, 6801 Pyxine albovirens, 6803 P. caesiopruinosa, 6809 P. subcinerea should be combined into 6809 P. subcinerea. Eastern US: The names 6801 P. albovirens, 6803 P. caesiopruinosa, and 6809 P. subcinerea may have been misapplied in early years in the SE. See Amtoft 2002 for a key to UV+ Pyxine in the East. 6809 P. subcinerea should have a K- medulla that is yellow. ","690513000333","",2007-05-15,"333","",2007-05-16,"333"
6901,"Ramalina americana",,1993,"ACTION 0. LaGreca (1999) segregated Ramalina culbersoniorum from R. americana.  It does not appear possible to distinguish the two taxa without TLC; taxa identified as 6901 R. americana may contain specimens of R. culbersoniorum.","689731000333","",2005-06-15,"333","",,""
6912,"Ramalina farinacea",,1993,"ACTION 0.Western US: This name may have been misapplied on occasion to pollution-stunted or tiny specimens of 6934 Ramalina subleptocarpha, an unavoidable situation as they become convergent when stressed.","689732000333","",2004-02-10,"999","",2007-05-16,"333"
6934,"Ramalina subleptocarpha",,1993,"ACTION 0. Western US: This taxon may, on occasion, have been called 6912 Ramalina farinacea if it occurred as a pollution stressed or tiny form which was indistinguishable from that taxon.","689733000333","",2004-02-10,"999","",2004-04-20,"999"
7100,"Rimelia",,1993,"ACTION 0. Though Rimelia has been synonymized under Parmotrema (Blanco, et al 2005), we are retaining it at this time.","689734000333","",2007-05-04,"333","",,""
7101,"Rimelia cetrata",,1993,"ACTION 2: 5338 Parmotrema cetratum should be combined into 7101 Rimelia cetrata for all analyses. Both codes have been used in data. 7101 R. cetrata is preferred.","689735000333","",2007-05-04,"333","",,""
7106,"Rimelia subisidiosa",,1993,"ACTION 2: 5337 Parmotrema subisidiosum should be combined into 7106 Rimelia subisidiosa for all analyses. Both codes have been used in the data. 7106 R. subisidiosa is preferred.","689736000333","",2007-05-04,"333","",,""
7450,"Stereocaulon",,2007,"ACTION 0. Most Stereocaulon species need TLC to confirm identification, so all specimens found are recorded by genus only","819503000333","",2008-04-11,"333","",,""
7501,"Sticta beauvoisii",,1993,"ACTION 6: ACTION 2: 7505 Sticta weigelii should be combined into 7501 S. beauvoisii for all analyses. ACTION 3: For analyzing data from multiple years crossing 2004, 7505 S. carolinensis,and 7508 S. fragilinata should be combined into 7501 S. beauvoisii. This name replaces 7505 S. weigelii from 1998 data on, for similar specimens. 7505 S. weigelii is considered a misidentification for North America (Esslinger 1997). 7501 S. beauvoisii is an appropriate name for eastern specimens, but may eventually be superseded for western specimens.  In 2004 data, 7507 S. carolinensis and 7508 S. fragilinata were segregated from 7501 S. beauvoisii. ","689737000333","",2004-02-10,"999","",2005-06-15,"333"
7505,"Sticta weigelii",,1993,"ACTION 2: 7505 Sticta weigelii should be combined into 7501 S. beauvoisii for all analyses. 7505 S. weigelii  = 7501 S. beauvoisii for 1998 and later identifications of similar specimens.  See the latter for additional notes.","689740000333","",2004-02-10,"999","",,"333"
7507,"Sticta carolinensis",,2004,"ACTION 3: For analyzing data from multiple years crossing 2004, 7505 Sticta carolinensis,and 7508 S. fragilinata should be combined into 7501 S. beauvoisii. Segregated in 2004 from 7501 S. beauvoisii, by having phyllidiate isidia (McDonald et al. 2003).  It differs from 7508 S. fragilinata in having smaller cyphellae with a white basal membrane and in having no secondary metabolites.   ","689738000333","",2005-06-15,"333","",,""
7508,"Sticta fragilinata",,2004,"ACTION 3: For analyzing data from multiple years crossing 2004, 7505 Sticta carolinensis,and 7508 S. fragilinata should be combined into 7501 S. beauvoisii. Segregated in 2004 from 7501 S. beauvoisii and similar to 7507 S. carolinensis, but with secondary metabolites in the medulla (McDonald et al. 2003).  ","689739000333","",2005-06-15,"333","",,""
7920,"Tuckermanella",,2003,"ACTION 0. In contrast to other Cetraria segregate genus names not used in FIA, this genus name is used because two species have been described only in Tuckermanella (Esslinger in Mycotaxon 85).","689741000333","",2004-04-19,"999","",2004-04-20,"999"
8000,"Usnea",,1993,"ACTION 6: ACTION 3: For analyzing data from multiple years crossing 2000, 8023 U. diplotypus should be combined into 8000 Usnea. ACTION 4: For analyzing pre-2000 data, 8023 Usnea diplotypus should be combined into 8000 Usnea. ACTION 5: ACTION 3: West - for analyzing data from multiple years crossing 2000, 8014 Usnea ceratina should be combined into 8000 Usnea.  ACTION 0: East. This taxon was used broadly to include all specimens which could not be positively identified to species. ","690516000333","",2007-05-15,"333","",2007-05-16,"333"
8007,"Usnea arizonica",,1993,"ACTION 2: 8007Usnea arizonica should be combined into 8042 Usnea intermedia for all analyses.  The two species are synonyms and 8042 Usnea intermedia is used for all identifications of similar specimens for 2010 data and later (Clerc in Nash et al. 2007. Lichen Flora...Sonoran...vol 3).","2315687000440","",2011-03-09,"440","",,""
8014,"Usnea ceratina",,1993,"ACTION 5: ACTION 3: West - for analyzing data from multiple years crossing 2000, 8014 Usnea ceratina should be combined into 8000 Usnea. ACTION 0: East. This name was always applied in the East and was first applied in the West in 2000 data. In the West it was most likely classified in previous years as Usnea sp. ","689744000333","",2004-02-10,"999","",2004-04-20,"999"
8016,"Usnea cirrosa",,1993,"ACTION 3: For analyzing data from multiple years crossing 2010, 8016 Usnea cirrosa should be combined into 8095 U. parvula. Data recorded before 2010 as 8016 Usnea cirrosa included the recently segregated species 8095 U. parvula.  8016 Usnea cirrosa has red pigment present in the edges of apothecia; 8061 U. parvula does not.","2315688000440","",2011-03-09,"440","",,""
8023,"Usnea diplotypus",,1993,"ACTION 6: ACTION 3: For analyzing data from multiple years crossing 2000, 8023 U. diplotypus should be combined into 8000 Usnea. ACTION 4: For analyzing pre-2000 data, 8023 Usnea diplotypus should be combined into 8000 Usnea. This species was used widely in PNW and CA 1998-99 as per concepts in McCune and Geiser, 1997 (Macrolichens of the Pacific Northwest).  In 2000, based on considerable progress in Usnea, this name was considered to be incorrectly applied in previous years. The name and code 8023 U. diplotypus should only be used for specimens identified with TLC.","689746000333","",2004-02-10,"999","",2008-04-11,"333"
8029,"Usnea filipendula",,1993,"ACTION 6: ACTION 2: 8058 Usnea plicata should be combined into 8029 U. filipendula. ACTION 3: For analyzing data from multiple years crossing 1998, 8087 U. chaetophora should be combined into 8029 U. filipendula. In the western US, this taxon represents the U. filipendula group, which  includes U. plicata, U. chaetophora and several others.  This name began to be applied widely in the western US in 1998 data. This species group replaces the old (pre-1998) taxon U. plicata.","689748000333","",2004-02-10,"999","",2005-06-15,"333"
8032,"Usnea fragilescens",,1993,"ACTION 0. This taxon was first applied in 2000 in the west.  It is very close to Usnea cornuta in some material, and some material classified as that taxon in prior years may actually be this species.","689749000333","",2004-02-10,"999","",2004-04-20,"999"
8034,"Usnea fulvoreagens",,1993,"ACTION 2: 8034 Usnea fulvoreagens should be combined into 8037 U. glabrescens for analysis. This taxon would be impossible to distinguish from U. glabrescens without TLC and should be considered a synonym.","689750000333","",2004-02-10,"999","",2004-04-20,"999"
